locus_tag	ftype	length_bp	gene	EC_number	COG	product
AIILHNKI_01169	CDS	669				hypothetical protein
AIILHNKI_01170	CDS	495	sigW_1		COG1595	ECF RNA polymerase sigma factor SigW
AIILHNKI_01171	CDS	660				hypothetical protein
AIILHNKI_01172	CDS	963				hypothetical protein
AIILHNKI_01173	CDS	543				hypothetical protein
AIILHNKI_01174	CDS	2268				hypothetical protein
AIILHNKI_01175	CDS	468				hypothetical protein
AIILHNKI_01176	CDS	936				hypothetical protein
AIILHNKI_01177	CDS	171				hypothetical protein
AIILHNKI_01178	CDS	1389	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
AIILHNKI_01179	CDS	1041				hypothetical protein
AIILHNKI_01180	CDS	1242				hypothetical protein
AIILHNKI_01181	CDS	804				hypothetical protein
AIILHNKI_01182	CDS	942				hypothetical protein
AIILHNKI_01183	CDS	2211	dap4	3.4.14.5		Dipeptidyl aminopeptidase 4
AIILHNKI_01184	CDS	1281	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
AIILHNKI_01185	CDS	294	pyrI_1		COG1781	Aspartate carbamoyltransferase regulatory chain
AIILHNKI_01186	CDS	138	pyrI_2			Aspartate carbamoyltransferase regulatory chain
AIILHNKI_01187	CDS	948	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
AIILHNKI_01188	CDS	456				hypothetical protein
AIILHNKI_01189	CDS	738	lutA		COG0247	Lactate utilization protein A
AIILHNKI_01190	CDS	1371	lutB		COG1139	Lactate utilization protein B
AIILHNKI_01191	CDS	594	lutC			Lactate utilization protein C
AIILHNKI_01192	CDS	882				hypothetical protein
AIILHNKI_01193	CDS	414	fdtA	5.3.2.3		TDP-4-oxo-6-deoxy-alpha-D-glucose-3,4-oxoisomerase
AIILHNKI_01194	CDS	1128	purT_1	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
AIILHNKI_01195	CDS	195				hypothetical protein
AIILHNKI_01196	CDS	195	rfbB_1	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
AIILHNKI_01197	CDS	627				hypothetical protein
AIILHNKI_01198	CDS	1776		3.2.1.99	COG3507	Extracellular endo-alpha-(1->5)-L-arabinanase
AIILHNKI_01199	CDS	1026	abnB	3.2.1.99		Intracellular endo-alpha-(1->5)-L-arabinanase
AIILHNKI_01200	CDS	2127				hypothetical protein
AIILHNKI_01201	CDS	723				hypothetical protein
AIILHNKI_01202	CDS	1002	ganB_2	3.2.1.89	COG3867	Arabinogalactan endo-beta-1,4-galactanase
AIILHNKI_01203	CDS	525				hypothetical protein
AIILHNKI_01204	CDS	561				hypothetical protein
AIILHNKI_01205	CDS	1287	axe7A_2	3.1.1.-	COG3458	Acetyl esterase Axe7A
AIILHNKI_01206	CDS	936				hypothetical protein
AIILHNKI_01207	CDS	1626		3.2.1.-		Beta-xylosidase
AIILHNKI_01208	CDS	261	susC_9			TonB-dependent receptor SusC
AIILHNKI_01209	CDS	2604	susC_10			TonB-dependent receptor SusC
AIILHNKI_01210	CDS	651	susD_4			Starch-binding protein SusD
AIILHNKI_01211	CDS	963	susD_5			Starch-binding protein SusD
AIILHNKI_01212	CDS	702	susE_2			Outer membrane protein SusE
AIILHNKI_01213	CDS	519	pgcA_3	5.4.2.2		Phosphoglucomutase
AIILHNKI_01214	CDS	537				hypothetical protein
AIILHNKI_01215	CDS	990	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
AIILHNKI_01216	CDS	567	efp		COG0231	Elongation factor P
AIILHNKI_01217	CDS	156	rpmH		COG0230	50S ribosomal protein L34
AIILHNKI_01218	CDS	651				hypothetical protein
AIILHNKI_01219	CDS	1044	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
AIILHNKI_01220	CDS	993	ddlA_1	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
AIILHNKI_01221	CDS	966				hypothetical protein
AIILHNKI_01222	CDS	180				hypothetical protein
AIILHNKI_01223	CDS	657				hypothetical protein
AIILHNKI_01224	CDS	1815	yicI_1	3.2.1.177	COG1501	Alpha-xylosidase
AIILHNKI_01225	CDS	501				hypothetical protein
AIILHNKI_01226	CDS	1755				hypothetical protein
AIILHNKI_01227	CDS	171				hypothetical protein
AIILHNKI_01228	CDS	900				hypothetical protein
AIILHNKI_01229	CDS	528				hypothetical protein
AIILHNKI_01230	CDS	1188				hypothetical protein
AIILHNKI_01231	CDS	516				hypothetical protein
AIILHNKI_01232	CDS	1395	yicI_2	3.2.1.177	COG1501	Alpha-xylosidase
AIILHNKI_01233	CDS	345				hypothetical protein
AIILHNKI_01234	CDS	324				hypothetical protein
AIILHNKI_01235	CDS	342				hypothetical protein
AIILHNKI_01236	CDS	777				hypothetical protein
AIILHNKI_01237	CDS	285				hypothetical protein
AIILHNKI_01238	CDS	1011	ddlA_2	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
AIILHNKI_01239	CDS	1044	rluD_2	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
AIILHNKI_01240	CDS	318				hypothetical protein
AIILHNKI_01241	CDS	1185	gltT_1			Proton/sodium-glutamate symport protein
AIILHNKI_01242	CDS	642	nreC_1		COG2197	Oxygen regulatory protein NreC
AIILHNKI_01243	CDS	1104	zitB			Zinc transporter ZitB
AIILHNKI_01244	CDS	117				hypothetical protein
AIILHNKI_01245	CDS	1767	rhaR_2			HTH-type transcriptional activator RhaR
AIILHNKI_01246	CDS	1005	chvE		COG4213	Multiple sugar-binding periplasmic receptor ChvE
AIILHNKI_01247	CDS	1449				hypothetical protein
AIILHNKI_01248	CDS	453	bcp	1.11.1.15	COG1225	Putative peroxiredoxin
AIILHNKI_01249	CDS	390				hypothetical protein
AIILHNKI_01250	CDS	516				hypothetical protein
AIILHNKI_01251	CDS	1515				hypothetical protein
AIILHNKI_01252	CDS	1233	alsT		COG1115	Amino-acid carrier protein AlsT
AIILHNKI_01253	CDS	888				hypothetical protein
AIILHNKI_01254	CDS	789	ycsE	3.1.3.104		5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YcsE
AIILHNKI_01255	CDS	3024	sasA_11	2.7.-.-		Adaptive-response sensory-kinase SasA
AIILHNKI_01256	CDS	951			COG0715	Putative thiamine biosynthesis protein
AIILHNKI_01257	CDS	1785	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
AIILHNKI_01258	CDS	351	rnhA	3.1.26.4	COG3341	Ribonuclease H
AIILHNKI_01259	CDS	924	ribD		COG0117	Riboflavin biosynthesis protein RibD
AIILHNKI_01260	CDS	861	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
AIILHNKI_01261	CDS	492	recX			Regulatory protein RecX
AIILHNKI_01262	CDS	699	prs_2			Putative ribose-phosphate pyrophosphokinase
AIILHNKI_01263	CDS	687	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
AIILHNKI_01264	CDS	432				hypothetical protein
AIILHNKI_01265	CDS	1332	argH	4.3.2.1	COG0165	Argininosuccinate lyase
AIILHNKI_01266	CDS	549				hypothetical protein
AIILHNKI_01267	tRNA	87				tRNA-Leu(taa)
AIILHNKI_01268	CDS	1620				hypothetical protein
AIILHNKI_01269	CDS	1002				hypothetical protein
AIILHNKI_01270	CDS	1542	comM		COG0606	Competence protein ComM
AIILHNKI_01271	CDS	279				hypothetical protein
AIILHNKI_01272	CDS	693	gph_2	3.1.3.18		Phosphoglycolate phosphatase
AIILHNKI_01273	CDS	399		3.1.-.-	COG0824	Putative esterase
AIILHNKI_01274	CDS	795	bglA	3.2.1.73		Beta-glucanase
AIILHNKI_01275	CDS	813	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
AIILHNKI_01276	CDS	234				hypothetical protein
AIILHNKI_01277	CDS	1086	mftC_2	2.-.-.-	COG0535	Putative mycofactocin radical SAM maturase MftC
AIILHNKI_01278	CDS	483				hypothetical protein
AIILHNKI_01279	CDS	924				hypothetical protein
AIILHNKI_01280	CDS	504				hypothetical protein
AIILHNKI_01281	CDS	630	rnhB	3.1.26.4	COG0164	Ribonuclease HII
AIILHNKI_01282	CDS	546	csd_1	2.8.1.7		putative cysteine desulfurase
AIILHNKI_01283	CDS	675	csd_2	2.8.1.7		putative cysteine desulfurase
AIILHNKI_01284	CDS	1356	sufD		COG0719	FeS cluster assembly protein SufD
AIILHNKI_01285	CDS	756	sufC		COG0396	putative ATP-dependent transporter SufC
AIILHNKI_01286	CDS	1308	pbuG		COG2252	Guanine/hypoxanthine permease PbuG
AIILHNKI_01287	CDS	1449	sufB		COG0719	FeS cluster assembly protein SufB
AIILHNKI_01288	CDS	2856	infB			Translation initiation factor IF-2
AIILHNKI_01289	CDS	1260	nusA		COG0195	Transcription termination/antitermination protein NusA
AIILHNKI_01290	CDS	468	rimP			Ribosome maturation factor RimP
AIILHNKI_01291	CDS	1746				hypothetical protein
AIILHNKI_01292	tRNA	75				tRNA-Asn(gtt)
AIILHNKI_01293	CDS	294				hypothetical protein
AIILHNKI_01294	CDS	1179				hypothetical protein
AIILHNKI_01295	CDS	2388				hypothetical protein
AIILHNKI_01296	CDS	801	nagK	2.7.1.59		N-acetyl-D-glucosamine kinase
AIILHNKI_01297	CDS	429				hypothetical protein
AIILHNKI_01298	CDS	555				hypothetical protein
AIILHNKI_01299	CDS	1488	rhaS_3			HTH-type transcriptional activator RhaS
AIILHNKI_01300	CDS	660	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
AIILHNKI_01301	CDS	1506	sdcS			Sodium-dependent dicarboxylate transporter SdcS
AIILHNKI_01302	CDS	1005	korB_1	1.2.7.3	COG1013	2-oxoglutarate oxidoreductase subunit KorB
AIILHNKI_01303	CDS	1845	korA_1	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
AIILHNKI_01304	tRNA	75				tRNA-Pro(cgg)
AIILHNKI_01305	CDS	2055				hypothetical protein
AIILHNKI_01306	CDS	840				hypothetical protein
AIILHNKI_01307	CDS	1332	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
AIILHNKI_01308	CDS	822	folP	2.5.1.15	COG0294	Dihydropteroate synthase
AIILHNKI_01309	CDS	783	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
AIILHNKI_01310	CDS	1011	pta_1	2.3.1.8	COG0280	Phosphate acetyltransferase
AIILHNKI_01311	CDS	1194	ackA	2.7.2.1	COG0282	Acetate kinase
AIILHNKI_01312	CDS	495				hypothetical protein
AIILHNKI_01313	CDS	1173				hypothetical protein
AIILHNKI_01314	CDS	540	sigE_2		COG1595	ECF RNA polymerase sigma factor SigE
AIILHNKI_01315	CDS	687				hypothetical protein
AIILHNKI_01316	CDS	1053	kdgK	2.7.1.45		2-dehydro-3-deoxygluconokinase
AIILHNKI_01317	CDS	549				hypothetical protein
AIILHNKI_01318	CDS	354				hypothetical protein
AIILHNKI_01319	CDS	276				hypothetical protein
AIILHNKI_01320	CDS	1515				hypothetical protein
AIILHNKI_01321	CDS	1209				hypothetical protein
AIILHNKI_01322	CDS	258				hypothetical protein
AIILHNKI_01323	CDS	180				hypothetical protein
AIILHNKI_01324	CDS	1167	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
AIILHNKI_01325	CDS	747	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
AIILHNKI_01326	CDS	732	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
AIILHNKI_01327	CDS	957	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
AIILHNKI_01328	CDS	1026			COG1702	PhoH-like protein
AIILHNKI_01329	CDS	195				hypothetical protein
AIILHNKI_01330	CDS	624				hypothetical protein
AIILHNKI_01331	CDS	882				hypothetical protein
AIILHNKI_01332	CDS	471	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
AIILHNKI_01333	CDS	1317				hypothetical protein
AIILHNKI_01334	CDS	1503	leuA_1	2.3.3.13	COG0119	2-isopropylmalate synthase
AIILHNKI_01335	CDS	1395	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
AIILHNKI_01336	CDS	597	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
AIILHNKI_01337	CDS	1575	leuA_2	2.3.3.13	COG0119	2-isopropylmalate synthase
AIILHNKI_01338	CDS	1062	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
AIILHNKI_01339	CDS	669	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
AIILHNKI_01340	CDS	1587	por	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
AIILHNKI_01341	CDS	1254	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
AIILHNKI_01342	CDS	1467				hypothetical protein
AIILHNKI_01343	CDS	1446	cstA		COG1966	Peptide transporter CstA
AIILHNKI_01344	CDS	504				hypothetical protein
AIILHNKI_01345	CDS	852	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
AIILHNKI_01346	CDS	1725				hypothetical protein
AIILHNKI_01347	CDS	645	hxpB	3.1.3.68	COG0637	Hexitol phosphatase B
AIILHNKI_01348	CDS	510				hypothetical protein
AIILHNKI_01349	CDS	1440				hypothetical protein
AIILHNKI_01350	CDS	492		3.4.11.18		Methionine aminopeptidase 1, mitochondrial
AIILHNKI_01351	CDS	354	map_1	3.4.11.18	COG0024	Methionine aminopeptidase
AIILHNKI_01352	CDS	1026	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
AIILHNKI_01353	CDS	516	cinA			Putative competence-damage inducible protein
AIILHNKI_01354	CDS	264	rpmB		COG0227	50S ribosomal protein L28
AIILHNKI_01355	CDS	192	rpmG2			50S ribosomal protein L33 2
AIILHNKI_01356	CDS	159				hypothetical protein
AIILHNKI_01357	CDS	960	ftsY		COG0552	Signal recognition particle receptor FtsY
AIILHNKI_01358	CDS	1194	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
AIILHNKI_01359	CDS	288	ihfA_1		COG0776	Integration host factor subunit alpha
AIILHNKI_01360	CDS	714	ihfA_2			Integration host factor subunit alpha
AIILHNKI_01361	CDS	306				hypothetical protein
AIILHNKI_01362	CDS	1254				hypothetical protein
AIILHNKI_01363	CDS	996	ravA	3.6.3.-	COG0714	ATPase RavA
AIILHNKI_01364	CDS	270			COG1721	putative protein
AIILHNKI_01365	CDS	627				hypothetical protein
AIILHNKI_01366	CDS	1068				hypothetical protein
AIILHNKI_01367	CDS	999				hypothetical protein
AIILHNKI_01368	CDS	1044				hypothetical protein
AIILHNKI_01369	CDS	654	ycf3_2			Photosystem I assembly protein Ycf3
AIILHNKI_01370	CDS	414				hypothetical protein
AIILHNKI_01371	CDS	2133				hypothetical protein
AIILHNKI_01372	CDS	690				hypothetical protein
AIILHNKI_01373	CDS	1218	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
AIILHNKI_01374	CDS	636				hypothetical protein
AIILHNKI_01375	CDS	162				hypothetical protein
AIILHNKI_01376	CDS	1461	pepD_2	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
AIILHNKI_01377	CDS	369				hypothetical protein
AIILHNKI_01378	tRNA	89				tRNA-Ser(gct)
AIILHNKI_01379	tRNA	73				tRNA-Glu(ctc)
AIILHNKI_01380	tRNA	73				tRNA-Glu(ctc)
AIILHNKI_01381	CDS	669				hypothetical protein
AIILHNKI_01382	CDS	102				hypothetical protein
AIILHNKI_01383	CDS	288				hypothetical protein
AIILHNKI_01384	CDS	1086				hypothetical protein
AIILHNKI_01385	CDS	456				hypothetical protein
AIILHNKI_01386	CDS	1875				hypothetical protein
AIILHNKI_01387	CDS	471				hypothetical protein
AIILHNKI_01388	CDS	207				hypothetical protein
AIILHNKI_01389	CDS	291				hypothetical protein
AIILHNKI_01390	CDS	330				hypothetical protein
AIILHNKI_01391	CDS	234				hypothetical protein
AIILHNKI_01392	CDS	372				hypothetical protein
AIILHNKI_01393	CDS	279				hypothetical protein
AIILHNKI_01394	CDS	381				hypothetical protein
AIILHNKI_01395	CDS	1491				hypothetical protein
AIILHNKI_01396	CDS	1170	obg	3.6.5.-		GTPase Obg
AIILHNKI_01397	CDS	573	adk	2.7.4.3	COG0563	Adenylate kinase
AIILHNKI_01398	CDS	537	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
AIILHNKI_01399	CDS	1581	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
AIILHNKI_01400	CDS	1083				hypothetical protein
AIILHNKI_01401	CDS	990				hypothetical protein
AIILHNKI_01402	CDS	1716	pyrG	6.3.4.2		CTP synthase
AIILHNKI_01403	CDS	480	asnC		COG1522	Regulatory protein AsnC
AIILHNKI_01404	CDS	963				hypothetical protein
AIILHNKI_01405	CDS	879				hypothetical protein
AIILHNKI_01406	CDS	606	fkpA	5.2.1.8	COG0545	putative FKBP-type peptidyl-prolyl cis-trans isomerase FkpA
AIILHNKI_01407	CDS	693	cobB_2	2.3.1.286	COG0846	NAD-dependent protein deacylase
AIILHNKI_01408	CDS	1386	ispG	1.17.7.3		4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin)
AIILHNKI_01409	CDS	507	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
AIILHNKI_01410	CDS	621				hypothetical protein
AIILHNKI_01411	CDS	1515	rpoN		COG1508	RNA polymerase sigma-54 factor
AIILHNKI_01412	CDS	651				hypothetical protein
AIILHNKI_01413	CDS	1305				hypothetical protein
AIILHNKI_01414	CDS	498	nrdG	1.97.1.-	COG0602	Anaerobic ribonucleoside-triphosphate reductase-activating protein
AIILHNKI_01415	CDS	2241	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
AIILHNKI_01416	CDS	426	sufE		COG2166	Cysteine desulfuration protein SufE
AIILHNKI_01417	CDS	597				hypothetical protein
AIILHNKI_01418	CDS	198				hypothetical protein
AIILHNKI_01419	CDS	561	rsbU	3.1.3.3	COG2208	Phosphoserine phosphatase RsbU
AIILHNKI_01420	CDS	1362	pctC		COG0840	Methyl-accepting chemotaxis protein PctC
AIILHNKI_01421	CDS	942				hypothetical protein
AIILHNKI_01422	CDS	1248				hypothetical protein
AIILHNKI_01423	CDS	621	dck_1	2.7.1.74	COG1428	Deoxyadenosine/deoxycytidine kinase
AIILHNKI_01424	CDS	615	dck_2	2.7.1.74	COG1428	Deoxyadenosine/deoxycytidine kinase
AIILHNKI_01425	CDS	750				hypothetical protein
AIILHNKI_01426	CDS	921	fdh	1.1.1.122		D-threo-aldose 1-dehydrogenase
AIILHNKI_01427	CDS	912				hypothetical protein
AIILHNKI_01428	CDS	1017	yjmD	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YjmD
AIILHNKI_01429	CDS	1161	fucP_1		COG0738	L-fucose-proton symporter
AIILHNKI_01430	CDS	1857		3.2.1.22		Retaining alpha-galactosidase
AIILHNKI_01431	CDS	624	mshC	6.3.1.13		L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase
AIILHNKI_01432	CDS	960	cysS_1	6.1.1.16	COG0215	Cysteine--tRNA ligase
AIILHNKI_01433	CDS	147				hypothetical protein
AIILHNKI_01434	CDS	390	resA_5			Thiol-disulfide oxidoreductase ResA
AIILHNKI_01435	CDS	378			COG0251	RutC family protein
AIILHNKI_01436	CDS	1995				hypothetical protein
AIILHNKI_01437	CDS	969				hypothetical protein
AIILHNKI_01438	CDS	597				hypothetical protein
AIILHNKI_01439	CDS	1236				hypothetical protein
AIILHNKI_01440	CDS	1269				hypothetical protein
AIILHNKI_01441	CDS	465				SusD-like protein P25
AIILHNKI_01442	CDS	1173				hypothetical protein
AIILHNKI_01443	CDS	3069				TonB-dependent receptor P3
AIILHNKI_01444	CDS	879				hypothetical protein
AIILHNKI_01445	CDS	540				hypothetical protein
AIILHNKI_01446	CDS	1470				hypothetical protein
AIILHNKI_01447	CDS	330				hypothetical protein
AIILHNKI_01448	CDS	1188	gltT_2			Proton/sodium-glutamate symport protein
AIILHNKI_01449	CDS	810	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
AIILHNKI_01450	CDS	642	nreC_2		COG2197	Oxygen regulatory protein NreC
AIILHNKI_01451	CDS	102				hypothetical protein
AIILHNKI_01452	CDS	546				hypothetical protein
AIILHNKI_01453	CDS	261	yhcG_2	3.1.-.-	COG4804	Putative nuclease YhcG
AIILHNKI_01454	CDS	294				hypothetical protein
AIILHNKI_01455	CDS	123				hypothetical protein
AIILHNKI_01456	CDS	990				hypothetical protein
AIILHNKI_01457	CDS	762				hypothetical protein
AIILHNKI_01458	CDS	477				hypothetical protein
AIILHNKI_01459	CDS	417				hypothetical protein
AIILHNKI_01460	CDS	717				hypothetical protein
AIILHNKI_01461	CDS	1572				hypothetical protein
AIILHNKI_01462	CDS	447				hypothetical protein
AIILHNKI_01463	CDS	1023				hypothetical protein
AIILHNKI_01464	CDS	627				hypothetical protein
AIILHNKI_01465	CDS	1071				hypothetical protein
AIILHNKI_01466	CDS	720	ypdB		COG3279	Transcriptional regulatory protein YpdB
AIILHNKI_01467	CDS	672				hypothetical protein
AIILHNKI_01468	CDS	621				hypothetical protein
AIILHNKI_01469	CDS	1314				hypothetical protein
AIILHNKI_01470	CDS	1755				hypothetical protein
AIILHNKI_01471	CDS	1161	ccsA			Cytochrome c biogenesis protein CcsA
AIILHNKI_01472	CDS	291				hypothetical protein
AIILHNKI_01473	CDS	204				hypothetical protein
AIILHNKI_01474	CDS	207				hypothetical protein
AIILHNKI_01475	CDS	948	cysK1	2.5.1.47	COG0031	O-acetylserine sulfhydrylase
AIILHNKI_01476	CDS	129				hypothetical protein
AIILHNKI_01477	CDS	1293		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
AIILHNKI_01478	CDS	468	decR		COG1522	DNA-binding transcriptional activator DecR
AIILHNKI_01479	CDS	444	ohrR			Organic hydroperoxide resistance transcriptional regulator
AIILHNKI_01480	CDS	579	bsaA			Glutathione peroxidase BsaA
AIILHNKI_01481	CDS	618	yodC	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YodC
AIILHNKI_01482	CDS	1356	hemY	1.3.3.4	COG1232	Protoporphyrinogen oxidase
AIILHNKI_01483	CDS	1365	hemN	1.3.98.3		Oxygen-independent coproporphyrinogen III oxidase
AIILHNKI_01484	CDS	864	rhaS_4			HTH-type transcriptional activator RhaS
AIILHNKI_01485	CDS	396		5.1.3.29		L-fucose mutarotase
AIILHNKI_01486	CDS	1290	fucI_1	5.3.1.25	COG2407	L-fucose isomerase
AIILHNKI_01487	CDS	540	fucI_2	5.3.1.25	COG2407	L-fucose isomerase
AIILHNKI_01488	CDS	1518				hypothetical protein
AIILHNKI_01489	CDS	99				hypothetical protein
AIILHNKI_01490	CDS	525	ihfB_1			Integration host factor subunit beta
AIILHNKI_01491	CDS	300				hypothetical protein
AIILHNKI_01492	CDS	249				hypothetical protein
AIILHNKI_01493	CDS	1605				hypothetical protein
AIILHNKI_01494	CDS	162				hypothetical protein
AIILHNKI_01495	CDS	1989				hypothetical protein
AIILHNKI_01496	CDS	2004	pepO_2	3.4.24.-	COG3590	Neutral endopeptidase
AIILHNKI_01497	CDS	561				hypothetical protein
AIILHNKI_01498	CDS	2160				hypothetical protein
AIILHNKI_01499	CDS	2376				hypothetical protein
AIILHNKI_01500	CDS	663	btuC			Vitamin B12 import system permease protein BtuC
AIILHNKI_01501	CDS	339	fecD		COG0609	Fe(3+) dicitrate transport system permease protein FecD
AIILHNKI_01502	CDS	1452				hypothetical protein
AIILHNKI_01503	CDS	1509	rcsC_13	2.7.13.3		Sensor histidine kinase RcsC
AIILHNKI_01504	CDS	174				hypothetical protein
AIILHNKI_01505	CDS	156	rd	1.-.-.-	COG1773	Rubredoxin
AIILHNKI_01506	CDS	1053				hypothetical protein
AIILHNKI_01507	CDS	219				hypothetical protein
AIILHNKI_01508	CDS	360				hypothetical protein
AIILHNKI_01509	CDS	237	acpP		COG0236	Acyl carrier protein
AIILHNKI_01510	CDS	1263	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
AIILHNKI_01511	CDS	1164	rnc	3.1.26.3		Ribonuclease 3
AIILHNKI_01512	CDS	465				hypothetical protein
AIILHNKI_01513	CDS	501	sigV		COG1595	RNA polymerase sigma factor SigV
AIILHNKI_01514	CDS	1293				hypothetical protein
AIILHNKI_01515	CDS	1509				hypothetical protein
AIILHNKI_01516	CDS	1953				hypothetical protein
AIILHNKI_01517	CDS	810				hypothetical protein
AIILHNKI_01518	CDS	783				hypothetical protein
AIILHNKI_01519	CDS	1227	ampG_2		COG0477	Anhydromuropeptide permease
AIILHNKI_01520	CDS	2100	fyuA		COG1629	Pesticin receptor
AIILHNKI_01521	CDS	1026	hemE	4.1.1.37		Uroporphyrinogen decarboxylase
AIILHNKI_01522	CDS	1338				hypothetical protein
AIILHNKI_01523	CDS	876				hypothetical protein
AIILHNKI_01524	CDS	579	gmk	2.7.4.8	COG0194	Guanylate kinase
AIILHNKI_01525	CDS	276	nadD_1	2.7.7.18		nicotinate-nucleotide adenylyltransferase
AIILHNKI_01526	CDS	234	nadD_2	2.7.7.18	COG1057	putative nicotinate-nucleotide adenylyltransferase
AIILHNKI_01527	CDS	1839	eptC	2.7.-.-	COG2194	Phosphoethanolamine transferase EptC
AIILHNKI_01528	CDS	1053				hypothetical protein
AIILHNKI_01529	CDS	984				hypothetical protein
AIILHNKI_01530	CDS	585				hypothetical protein
AIILHNKI_01531	CDS	1404				hypothetical protein
AIILHNKI_01532	CDS	1026				hypothetical protein
AIILHNKI_01533	CDS	807				hypothetical protein
AIILHNKI_01534	CDS	1053	arnA		COG0223	Bifunctional polymyxin resistance protein ArnA
AIILHNKI_01535	CDS	723	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
AIILHNKI_01536	CDS	1443				hypothetical protein
AIILHNKI_01537	CDS	2067	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
AIILHNKI_01538	CDS	168				hypothetical protein
AIILHNKI_01539	CDS	771				hypothetical protein
AIILHNKI_01540	CDS	432				hypothetical protein
AIILHNKI_01541	CDS	678				hypothetical protein
AIILHNKI_01542	CDS	507	trmH	2.1.1.34	COG0566	tRNA (guanosine(18)-2'-O)-methyltransferase
AIILHNKI_01543	CDS	195				hypothetical protein
AIILHNKI_01544	CDS	948	nadA	2.5.1.72	COG0379	Quinolinate synthase A
AIILHNKI_01545	CDS	1905				hypothetical protein
AIILHNKI_01546	CDS	1518		3.6.1.66		dITP/XTP pyrophosphatase
AIILHNKI_01547	CDS	2823	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
AIILHNKI_01548	CDS	996				hypothetical protein
AIILHNKI_01549	CDS	1497				hypothetical protein
AIILHNKI_01550	CDS	891				hypothetical protein
AIILHNKI_01551	CDS	1050				hypothetical protein
AIILHNKI_01552	CDS	1365				hypothetical protein
AIILHNKI_01553	CDS	612				hypothetical protein
AIILHNKI_01554	CDS	879				hypothetical protein
AIILHNKI_01555	CDS	3174				TonB-dependent receptor P3
AIILHNKI_01556	CDS	1176	celCCA	3.2.1.4	COG2730	Endoglucanase A
AIILHNKI_01557	CDS	2721	rhaR_3			HTH-type transcriptional activator RhaR
